Token,Attribution_Score,Frequency,Final_Importance
Clock,3.3746158159542187e-09,1,2.339105438301666e-09
Work,3.282517230251969e-09,1,2.275267563288593e-09
Callback,3.133311901604152e-09,1,2.1718463104118388e-09
work,3.133311901604152e-09,1,2.1718463104118388e-09
earliest,3.0254898447656937e-09,1,2.097109755712087e-09
Metric,3.02473121549518e-09,1,2.0965839139721404e-09
SUCCEEDED,2.9841065729563354e-09,1,2.0684250575350845e-09
Future,2.9673345967873303e-09,1,2.05679960954112e-09
That,2.685695915660702e-09,1,1.8615825517815761e-09
speed,2.6123255121579536e-09,1,1.8107260634571007e-09
persist,2.559359252307658e-09,1,1.7740126497770628e-09
cler,2.4434098702674767e-09,1,1.6936426625282432e-09
Master,2.384857485104863e-09,1,1.6530572418377176e-09
float,2.322067121918181e-09,1,1.6095342786285339e-09
File,2.2976066015034657e-09,1,1.592579537868045e-09
buffered,2.2640154438702265e-09,1,1.5692959216628206e-09
Password,2.210959672288571e-09,1,1.5325204631785635e-09
Service,2.094589127143998e-09,1,1.451858547911379e-09
measurement,1.9777088716699254e-09,1,1.3708433283663995e-09
VERSION,1.861645615441887e-09,1,1.2903944095453281e-09
anos,1.8615956554057789e-09,1,1.290359779887159e-09
Window,1.8613730556893415e-09,1,1.290205485521317e-09
cpu,1.8613730556893415e-09,1,1.290205485521317e-09
Survey,1.8611535645973731e-09,1,1.2900533458897612e-09
TIMESTAMP,1.6870734774465657e-09,1,1.1693902242895494e-09
EXECUTE,1.6866704179163694e-09,1,1.1691108447125961e-09
Messages,1.6727467891733403e-09,1,1.159459720706202e-09
Thread,1.6291248766675539e-09,1,1.1292233150421837e-09
Middle,1.6291099164122966e-09,1,1.1292129453834316e-09
Message,1.6288961984800565e-09,1,1.1290648074012642e-09
op,1.6286831605594188e-09,1,1.1289171407672217e-09
JSON,1.6281847120547253e-09,1,1.128571642591539e-09
Local,1.541310180180888e-09,1,1.0683548057607238e-09
Min,1.5122288560265316e-09,1,1.0481971679161819e-09
Table,1.454373687453936e-09,1,1.0080950209392667e-09
num,1.396379928353397e-09,1,9.678968103286556e-10
Random,1.3962292155778044e-09,1,9.677923441931792e-10
Snapshot,1.3961967415543342e-09,1,9.677698349153693e-10
Major,1.3961508615878415e-09,1,9.677380333459507e-10
mill,1.395903559409106e-09,1,9.67566616538014e-10
random,1.3958651734480299e-09,1,9.67540009417321e-10
Exception,1.3932402731509086e-09,1,9.657205671771203e-10
Playback,1.3932402731509086e-09,1,9.657205671771203e-10
Unit,8.433241032584915e-10,2,9.264862231697925e-10
producer,1.2800149343239473e-09,1,8.872387428012676e-10
Index,1.2798767809463207e-09,1,8.871429821770809e-10
MINUTES,1.2798590728890782e-09,1,8.871307078871301e-10
Bytes,1.1636499402944975e-09,1,8.065806752738796e-10
Minutes,1.1632288882124087e-09,1,8.062888242103109e-10
Offset,1.1632288882124087e-09,1,8.062888242103109e-10
Equals,1.1610335609590905e-09,1,8.047671393142669e-10
Ignoring,1.1344362376569661e-09,1,7.863312796569581e-10
ILLISECONDS,1.1340934337467077e-09,1,7.860936660930775e-10
Build,1.0471756586860614e-09,1,7.258468553692471e-10
text,1.0471490549668339e-09,1,7.258284150762721e-10
Stats,1.0471490549668339e-09,1,7.258284150762721e-10
WHERE,1.0471131461908811e-09,1,7.258035250094631e-10
event,1.0468988800860224e-09,1,7.256550070629907e-10
low,1.03261357017187e-09,1,7.157531847725709e-10
type,1.0180601240500353e-09,1,7.056655046257901e-10
encoded,9.891135376027817e-10,1,6.856012598430416e-10
crypt,9.891135376027817e-10,1,6.856012598430416e-10
keyspace,9.889741074686764e-10,1,6.855046142387014e-10
cache,9.309303883320298e-10,1,6.452717739699214e-10
Action,9.309285009528879e-10,1,6.452704657383906e-10
Empty,9.308194770518696e-10,1,6.451948961287861e-10
iterator,9.30799159970519e-10,1,6.451808134011308e-10
TABLE,9.30767241058561e-10,1,6.451586888973005e-10
last,9.306760917482393e-10,1,6.450955090098411e-10
expected,9.306350690074794e-10,1,6.450670742127444e-10
endpoint,9.305831105699269e-10,1,6.450310593682486e-10
rate,9.305160530992396e-10,1,6.449845786715063e-10
Create,9.303912640312716e-10,1,6.448980814808796e-10
parse,9.274067069853231e-10,1,6.4282934417926e-10
CET,9.274067069853231e-10,1,6.4282934417926e-10
Year,9.274067069853231e-10,1,6.4282934417926e-10
Month,9.274067069853231e-10,1,6.4282934417926e-10
Chron,8.724216661593065e-10,1,6.047166181577331e-10
Epoch,8.723795644205444e-10,1,6.046874354562135e-10
INT,8.144699567558256e-10,1,5.64547554176081e-10
Creation,8.144670424203859e-10,1,5.645455341126878e-10
mt,8.140923560273626e-10,1,5.642858212957696e-10
Parse,8.114808686121577e-10,1,5.624756761568525e-10
write,7.563957342415772e-10,1,5.242935705771189e-10
All,7.562732350085977e-10,1,5.242086605791584e-10
Zone,7.561144280132658e-10,1,5.240985839580909e-10
token,7.272878913694437e-10,1,5.041175513581177e-10
year,7.124924417817312e-10,1,4.93862127191278e-10
request,6.98196375714666e-10,1,4.839528493037929e-10
create,6.981146077889022e-10,1,4.838961720965896e-10
Windows,6.981049488485881e-10,1,4.838894770293436e-10
Blocking,6.980993699778892e-10,1,4.83885610050848e-10
Column,6.980993699778892e-10,1,4.83885610050848e-10
length,6.980983707771671e-10,1,4.838849174576847e-10
size,6.980754307939208e-10,1,4.838690166729753e-10
execute,6.980754307939208e-10,1,4.838690166729753e-10
Maximum,6.979373329274452e-10,1,4.837732945261865e-10
offset,6.979373329274452e-10,1,4.837732945261865e-10
Assert,6.400271597428731e-10,1,4.436330212575622e-10
Rec,6.399406803081487e-10,1,4.4357307828120654e-10
Value,6.399383904731604e-10,1,4.4357149108854044e-10
ODES,5.817642548255897e-10,1,4.03248252982915e-10
Raft,5.817486423143059e-10,1,4.032374312147372e-10
Long,5.235787116364411e-10,1,3.6291710777200776e-10
metric,5.235737780828753e-10,1,3.629136880932635e-10
start,5.234277386523266e-10,1,3.628124612737281e-10
Record,5.091125134318308e-10,1,3.528899032730608e-10
final,4.943722774902737e-10,1,3.426727502893821e-10
List,4.6547429799481677e-10,1,3.2264219727822704e-10
data,4.6547429799481677e-10,1,3.2264219727822704e-10
DAY,4.6540329923239204e-10,1,3.2259298468622907e-10
HOURS,4.6540329923239204e-10,1,3.2259298468622907e-10
Day,4.6530118646970204e-10,1,3.2252220551267133e-10
everity,4.507294416172813e-10,1,3.12421841652377e-10
instrumentation,4.361897822102722e-10,1,3.0234371772810677e-10
true,4.0729001074546467e-10,1,2.8231192261844866e-10
maximum,4.0715284269077223e-10,1,2.822168449680757e-10
compare,3.4905247442429404e-10,1,2.419447385146718e-10
STACKTRACE,3.4895182576821776e-10,1,2.418749741824854e-10
left,3.1996476822226954e-10,1,2.2178267697178251e-10
