Project_Group,Test_case,Tokens(Sorted by Importance),Attribution_Scores(Sorted),Predicted_Class,True_Class,Test_Pred_Logit,Test_Confidence_Score
2,"['@Test\npublic void healthCheckTest() throws Exception {\n    RssGetShuffleAssignmentsRequest request = new RssGetShuffleAssignmentsRequest(""1"", 1, 1, 1, 1, Sets.newHashSet(SHUFFLE_SERVER_VERSION));\n    Uninterruptibles.sleepUninterruptibly(3, TimeUnit.SECONDS);\n    assertEquals(2, coordinatorClient.getShuffleServerList().getServersCount());\n    List<ServerNode> nodes = coordinators.get(0).getClusterManager().getServerList(Sets.newHashSet(SHUFFLE_SERVER_VERSION));\n    assertEquals(2, coordinatorClient.getShuffleServerList().getServersCount());\n    assertEquals(2, nodes.size());\n    RssGetShuffleAssignmentsResponse response = coordinatorClient.getShuffleAssignments(request);\n    assertFalse(response.getPartitionToServers().isEmpty());\n    for (ServerNode node : nodes) {\n        assertTrue(node.isHealthy());\n    }\n    byte[] bytes = new byte[writeDataSize];\n    new Random().nextBytes(bytes);\n    try (final FileOutputStream out = new FileOutputStream(tempDataFile)) {\n        out.write(bytes);\n    }\n    Uninterruptibles.sleepUninterruptibly(3, TimeUnit.SECONDS);\n    CoordinatorTestUtils.waitForRegister(coordinatorClient, 2);\n    nodes = coordinators.get(0).getClusterManager().getServerList(Sets.newHashSet(SHUFFLE_SERVER_VERSION));\n    for (ServerNode node : nodes) {\n        assertFalse(node.isHealthy());\n    }\n    assertEquals(0, nodes.size());\n    response = coordinatorClient.getShuffleAssignments(request);\n    assertEquals(INTERNAL_ERROR, response.getStatusCode());\n    tempDataFile.delete();\n    int i = 0;\n    do {\n        Uninterruptibles.sleepUninterruptibly(3, TimeUnit.SECONDS);\n        nodes = coordinators.get(0).getClusterManager().getServerList(Sets.newHashSet(SHUFFLE_SERVER_VERSION));\n        i++;\n        if (i == 10) {\n            fail();\n        }\n    } while (nodes.size() != 2 );\n    for (ServerNode node : nodes) {\n        assertTrue(node.isHealthy());\n    }\n    assertEquals(2, nodes.size());\n    response = coordinatorClient.getShuffleAssignments(request);\n    assertFalse(response.getPartitionToServers().isEmpty());\n}']",Uninterruptibles;Server;Uninterruptibly;request;get;Unit;Time;Manager;Unit;Register,1.0477378964424133e-09;9.313225746154785e-10;8.731149137020111e-10;8.149072527885437e-10;8.149072527885437e-10;7.275957614183426e-10;6.984919309616089e-10;5.529727786779404e-10;5.238689482212067e-10;5.238689482212067e-10,0,0,"[-0.0010600429959595203, -7.370131969451904, -9.232096672058105, -8.638830184936523, -8.803232192993164, -12.335075378417969]",0.9989405274391174
2,"['@Test\npublic void testReplicaThreadedThroughputDegradationAndRejection() throws Exception {\n    Settings settings = Settings.builder().put(IndexingPressure.MAX_INDEXING_BYTES.getKey(), ""10KB"")\n    .put(ShardIndexingPressureSettings.SHARD_INDEXING_PRESSURE_ENABLED.getKey(), true)\n    .put(ShardIndexingPressureSettings.SHARD_INDEXING_PRESSURE_ENFORCED.getKey(), true)\n    .put(ShardIndexingPressureMemoryManager.THROUGHPUT_DEGRADATION_LIMITS.getKey(), 1)\n    .put(ShardIndexingPressureSettings.REQUEST_SIZE_WINDOW.getKey(), 100)\n    .build();\n    final int NUM_THREADS = scaledRandomIntBetween(100, 120);\n    ShardIndexingPressure shardIndexingPressure = new ShardIndexingPressure(settings, clusterService);\n    Index index = new Index(""IndexName"", ""UUID"");\n    ShardId shardId1 = new ShardId(index, 0);\n    fireConcurrentAndParallelRequestsForUniformThroughPut(NUM_THREADS, shardIndexingPressure, shardId1, 100, 100,\n    OperationType.REPLICA);\n    fireAllThenCompleteConcurrentRequestsWithUniformDelay(ShardIndexingPressureSettings.REQUEST_SIZE_WINDOW.get(settings),\n    shardIndexingPressure, shardId1, 100, 200, OperationType.REPLICA);\n    expectThrows(OpenSearchRejectedExecutionException.class,\n    () -> shardIndexingPressure.markReplicaOperationStarted(shardId1, 11 * 1024, false));\n    assertEquals(0, shardIndexingPressure.coldStats().getIndexingPressureShardStats(shardId1).getCurrentReplicaBytes());\n    assertEquals(15, shardIndexingPressure.coldStats().getIndexingPressureShardStats(shardId1).getCurrentReplicaLimits());\n}']",egradation;Put;Throughput;Index;Rejected;Replica;ADATION;put;Shard;mark,5.820766091346741e-09;3.259629011154175e-09;3.259629011154175e-09;3.026798367500305e-09;2.153683453798294e-09;2.0372681319713593e-09;1.862645149230957e-09;1.862645149230957e-09;1.775333657860756e-09;1.7462298274040222e-09,0,1,"[-0.0012978235026821494, -6.923478603363037, -9.443846702575684, -8.867708206176758, -9.323548316955566, -12.619538307189941]",0.9987030029296875
2,"['@Test\npublic void testCompositeBindingOps() throws Exception {\n    final KernelServices services = createKernelServicesBuilder(createAdditionalInitialization()).setSubsystemXml(getSubsystemXml()).build();\n    final ModelNode addr = Operations.createAddress(ModelDescriptionConstants.SUBSYSTEM, NamingExtension.SUBSYSTEM_NAME, NamingSubsystemModel.BINDING, ""java:global/alookup"");\n    final ModelNode addOp = Operations.createAddOperation(addr);\n    addOp.get(NamingSubsystemModel.BINDING_TYPE).set(NamingSubsystemModel.LOOKUP);\n    final ModelNode compositeOp = Operations.CompositeOperationBuilder.create().addStep(addOp).addStep(Operations.createWriteAttributeOperation(addr, NamingSubsystemModel.LOOKUP, ""java:global/a"")).build().getOperation();\n    ModelTestUtils.checkOutcome(services.executeOperation(compositeOp));\n}']",global;Ops;Composite;STEM;java;create;Write;Step;Add;Additional,6.51925802230835e-09;2.3283064365386963e-09;2.2992026060819626e-09;1.862645149230957e-09;1.862645149230957e-09;1.7462298274040222e-09;1.5133991837501526e-09;1.3969838619232178e-09;1.3387762010097504e-09;1.2223608791828156e-09,4,4,"[-8.203436851501465, -10.322298049926758, -8.518941879272461, -7.743341445922852, -0.0010083595989271998, -9.595285415649414]",0.9989921450614929
2,"['@Test\npublic void testGenerateCleanupCallback_deletesOldFinishedWork() {\n    Work work1 = new Work.Builder(TestWorker.class)\n    .withInitialState(SUCCEEDED)\n    .withPeriodStartTime(0L)\n    .build();\n    Work work2 = new Work.Builder(TestWorker.class).withPeriodStartTime(Long.MAX_VALUE).build();\n    insertWorkSpecAndTags(work1);\n    insertWorkSpecAndTags(work2);\n    SupportSQLiteOpenHelper openHelper = mDatabase.getOpenHelper();\n    SupportSQLiteDatabase db = openHelper.getWritableDatabase();\n    WorkDatabase.generateCleanupCallback().onOpen(db);\n    WorkSpecDao workSpecDao = mDatabase.workSpecDao();\n    assertThat(workSpecDao.getWorkSpec(work1.getId()), is(nullValue()));\n    assertThat(workSpecDao.getWorkSpec(work2.getId()), is(not(nullValue())));\n}']",Start;db;Worker;deletes;Database;Work;Callback;work;SUCCEEDED;That,1.0244548320770264e-08;8.731149137020111e-09;5.587935447692871e-09;5.3551048040390015e-09;5.3551048040390015e-09;5.122274160385132e-09;4.889443516731262e-09;4.889443516731262e-09;4.6566128730773926e-09;4.190951585769653e-09,2,2,"[-2.689396381378174, -5.275283336639404, -0.444987952709198, -3.6366569995880127, -1.3506300449371338, -7.246951103210449]",0.6408320069313049
2,['@Test\npublic void testMenuInvalidationAfterDestroy() throws Throwable {\n    final A activity = getActivity();\n    getInstrumentation().runOnMainSync(new Runnable() {\n        @Override\n        public void run() {\n            activity.reset();\n            assertNull(activity.getMenu());\n            activity.supportInvalidateOptionsMenu();\n            getInstrumentation().callActivityOnDestroy(activity);\n        }\n    });\n    Thread.sleep(100);\n    assertNull(activity.getMenu());\n}'],Sync;Main;get;On;Throwable;Invalidate;Instrumentation;Null;run;Destroy,4.0978193283081055e-08;2.9802322387695312e-08;1.3969838619232178e-08;1.210719347000122e-08;1.1641532182693481e-08;1.0244548320770264e-08;1.0244548320770264e-08;7.450580596923828e-09;5.587935447692871e-09;5.587935447692871e-09,0,0,"[-0.0020258158911019564, -6.382691383361816, -9.459562301635742, -8.798673629760742, -9.205671310424805, -12.434609413146973]",0.9979762434959412
2,"['@Test\npublic void testBindAndRetrieveObjectFactoryFromNamingContext() throws Exception {\n    final Reference reference = new Reference(""java.util.String"", TestObjectFactory.class.getName(), null);\n    namingStore.bind(new CompositeName(""test""), reference);\n    final Object result = namingContext.lookup(""test"");\n    assertTrue(result instanceof String);\n    assertEquals(""Test ParsedResult"", result);\n}']",Object;Retrieve;java;Composite;result;result;Reference;get;null;naming,2.0954757928848267e-09;1.280568540096283e-09;1.1641532182693481e-09;9.313225746154785e-10;8.149072527885437e-10;6.984919309616089e-10;4.656612873077393e-10;4.656612873077393e-10;4.0745362639427185e-10;3.4924596548080444e-10,4,4,"[-8.71556282043457, -10.603951454162598, -8.45760726928711, -7.087289810180664, -0.0012938946019858122, -9.786441802978516]",0.9987070560455322
2,"['@Test\npublic void indexCreationDateReturnsIndexCreationDateOfExistingIndexAsDateTime() {\n    final DateTime now = DateTime.now(DateTimeZone.UTC);\n    final String indexName = client().createRandomIndex(""indices_it_"");\n    final Optional<DateTime> indexCreationDate = indices.indexCreationDate(indexName);\n    assertThat(indexCreationDate).isNotEmpty()\n    .hasValueSatisfying(date -> Assertions.assertThat(date).isEqualToIgnoringMillis(now));\n}']",Date;Random;Index;Ignoring;now;Empty;Creation;create;Name;Value,2.444721758365631e-09;1.3969838619232178e-09;1.280568540096283e-09;1.1350493878126144e-09;1.0477378964424133e-09;9.313225746154785e-10;8.149072527885437e-10;6.984919309616089e-10;6.402842700481415e-10;6.402842700481415e-10,2,2,"[-10.296470642089844, -8.958406448364258, -0.0005403488758020103, -8.724042892456055, -9.557719230651855, -8.842134475708008]",0.9994598031044006
2,"['@Test\npublic void testJavaContext() throws Exception {\n    System.setProperty(Context.INITIAL_CONTEXT_FACTORY, InitialContextFactory.class.getName());\n    System.setProperty(Context.URL_PKG_PREFIXES, ""org.jboss.as.naming.interfaces"");\n    InitialContext initialContext = new InitialContext();\n    Context context = (Context) initialContext.lookup(""java:"");\n    assertTrue(context instanceof NamingContext);\n}']",interfaces;aming;URL;INITIAL;Property;True;System;Property;set;boss,6.05359673500061e-09;4.190951585769653e-09;3.841705620288849e-09;3.3760443329811096e-09;2.7939677238464355e-09;1.862645149230957e-09;1.862645149230957e-09;1.862645149230957e-09;1.3969838619232178e-09;1.3969838619232178e-09,4,4,"[-8.359048843383789, -10.373016357421875, -8.537169456481934, -7.754508972167969, -0.0009592937421984971, -9.589366912841797]",0.9990411400794983
2,"['@Test\npublic void testLookupWithContinuation() throws Exception {\n    namingStore.bind(new CompositeName(""comp/nested""), ""test"");\n    final Reference reference = new Reference(String.class.getName(), new StringRefAddr(""nns"", ""comp""), TestObjectFactoryWithNameResolution.class.getName(), null);\n    namingStore.bind(new CompositeName(""test""), reference);\n    Object result = namingContext.lookup(new CompositeName(""test/nested""));\n    assertEquals(""test"", result);\n    result = testActionPermission(JndiPermission.ACTION_LOOKUP, Arrays.asList(new JndiPermission(""comp/nested"", ""lookup"")), namingContext, ""test/nested"");\n    assertEquals(""test"", result);\n}']",ns;Permission;Ref;reference;List;ACTION;Resolution;Action;Reference;ested,5.122274160385132e-09;3.725290298461914e-09;3.725290298461914e-09;3.259629011154175e-09;3.259629011154175e-09;3.026798367500305e-09;2.9103830456733704e-09;2.7939677238464355e-09;2.7939677238464355e-09;2.3283064365386963e-09,4,4,"[-8.564817428588867, -10.465928077697754, -8.589720726013184, -7.41519021987915, -0.0010749283246695995, -9.607763290405273]",0.9989256262779236
2,"['@Test\npublic void testInitialFactory() throws Exception {\n    System.setProperty(Context.INITIAL_CONTEXT_FACTORY, InitialContextFactory.class.getName());\n    InitialContext initialContext = new InitialContext();\n    Context context = (Context) initialContext.lookup("""");\n    assertTrue(context instanceof NamingContext);\n    if (!NamingManager.hasInitialContextFactoryBuilder()) {\n        NamingManager.setInitialContextFactoryBuilder(new InitialContextFactoryBuilder());\n    }\n    initialContext = new InitialContext();\n    context = (Context) initialContext.lookup("""");\n    assertTrue(context instanceof NamingContext);\n}']",ACTORY;aming;Factory;Context;class;Builder;Context;aming;Context;CONTEXT,1.862645149230957e-09;1.3969838619232178e-09;1.3969838619232178e-09;1.2223608791828156e-09;1.1641532182693481e-09;1.1641532182693481e-09;1.0477378964424133e-09;9.313225746154785e-10;9.313225746154785e-10;8.149072527885437e-10,4,4,"[-8.220840454101562, -10.330236434936523, -8.47215461730957, -7.759047985076904, -0.0010031197452917695, -9.643037796020508]",0.9989973902702332
2,"['@Test\npublic void testUnsubscribeWithSubscriptionCallbackForMultipleSubscriptions() throws Exception {\n    connectMediaBrowserService();\n    final List<StubSubscriptionCallback> subscriptionCallbacks = new ArrayList<>();\n    final int pageSize = 1;\n    for (int page = 0; page < 4; page++) {\n        final StubSubscriptionCallback callback = new StubSubscriptionCallback();\n        subscriptionCallbacks.add(callback);\n        Bundle options = new Bundle();\n        options.putInt(MediaBrowserCompat.EXTRA_PAGE, page);\n        options.putInt(MediaBrowserCompat.EXTRA_PAGE_SIZE, pageSize);\n        callback.reset(1);\n        mMediaBrowser.subscribe(MEDIA_ID_ROOT, options, callback);\n        callback.await(TIME_OUT_MS);\n        assertEquals(1, callback.mChildrenLoadedWithOptionCount);\n    }\n    final int[] orderOfRemovingCallbacks = {2, 0, 3, 1};\n    for (int i = 0; i < orderOfRemovingCallbacks.length; i++) {\n        for (StubSubscriptionCallback callback : subscriptionCallbacks) {\n            callback.reset(1);\n        }\n        mMediaBrowser.unsubscribe(MEDIA_ID_ROOT,\n        subscriptionCallbacks.get(orderOfRemovingCallbacks[i]));\n        callMediaBrowserServiceMethod(NOTIFY_CHILDREN_CHANGED, MEDIA_ID_ROOT,\n        getApplicationContext());\n        try {\n            Thread.sleep(SLEEP_MS);\n        } catch (InterruptedException e) {\n            fail(""Unexpected InterruptedException occurred."");\n        }\n        for (int j = 0; j < 4; j++) {\n            int childrenLoadedWithOptionsCount = subscriptionCallbacks\n            .get(orderOfRemovingCallbacks[j]).mChildrenLoadedWithOptionCount;\n            if (j <= i) {\n                assertEquals(0, childrenLoadedWithOptionsCount);\n            } else {\n                assertEquals(1, childrenLoadedWithOptionsCount);\n            }\n        }\n    }\n}']",Service;EXTRA;Thread;LEEP;Browser;Equals;Array;page;page;sleep,2.0954757928848267e-09;1.1641532182693481e-09;9.313225746154785e-10;8.731149137020111e-10;8.149072527885437e-10;6.693881005048752e-10;4.656612873077393e-10;4.656612873077393e-10;4.656612873077393e-10;4.656612873077393e-10,0,0,"[-0.0010850501712411642, -7.283279895782471, -9.289749145507812, -8.706379890441895, -8.907217979431152, -12.380853652954102]",0.9989155530929565
2,"['@Test\npublic void testOneTimeWorkRequest_backedOff() {\n    val now = System.currentTimeMillis() ;\n    when(mTaskConverter.now()).thenReturn(now) ;\n    val request = OneTimeWorkRequestBuilder<TestWorker>().setInitialRunAttemptCount(1).build() ;\n    val workSpec = request.workSpec ;\n    val expected = workSpec.calculateNextRunTime();\n    val offset = offset(expected, now) ,\n    val delta = task.windowEnd - (offset + EXECUTION_WINDOW_SIZE_IN_SECONDS);\n    val task = mTaskConverter.convert(request.workSpec);\n    assertEquals(task.serviceName, WorkManagerGcmService::class.java.name);\n    assertEquals(task.isPersisted, false);\n    assertEquals(task.isUpdateCurrent, true);\n    assertEquals(task.requiredNetwork, Task.NETWORK_STATE_ANY);\n    assertEquals(task.requiresCharging, false);\n    assertEquals(task.windowStart, offset);\n    assertEquals(task.windowEnd, offset + EXECUTION_WINDOW_SIZE_IN_SECONDS);\n}']",STATE;Run;Name;when;cm;current;SIZE;convert;ANY;Off,1.30385160446167e-08;1.1175870895385742e-08;7.450580596923828e-09;5.587935447692871e-09;5.122274160385132e-09;5.122274160385132e-09;4.6566128730773926e-09;4.6566128730773926e-09;4.6566128730773926e-09;4.190951585769653e-09,2,2,"[-10.03926944732666, -8.72354793548584, -0.0006084974738769233, -8.733281135559082, -9.242144584655762, -8.84578800201416]",0.9993915557861328
2,"['@Test\npublic void testBind() throws Exception {\n    final Name name = new CompositeName(""test"");\n    final Object value = new Object();\n    WritableServiceBasedNamingStore.pushOwner(OWNER_FOO);\n    try {\n        store.bind(name, value);\n    } finally {\n        WritableServiceBasedNamingStore.popOwner();\n    }\n    assertEquals(value, store.lookup(name));\n}']",store;Writable;push;name;final;aming;Object;store;Owner;new,2.561137080192566e-09;2.3283064365386963e-09;1.6298145055770874e-09;1.6298145055770874e-09;1.280568540096283e-09;1.1641532182693481e-09;1.1641532182693481e-09;9.313225746154785e-10;6.984919309616089e-10;6.984919309616089e-10,4,4,"[-8.285491943359375, -10.363493919372559, -8.392820358276367, -7.83109712600708, -0.000974656839389354, -9.613080024719238]",0.999025821685791
