Token,Attribution_Score,Frequency,Final_Importance
Arrays,3.605111917326375e-09,2,3.960620254398605e-09
Retrieve,3.6018659166359153e-09,2,3.957054158151041e-09
Get,5.639989031358539e-09,1,3.909342495475188e-09
IVDM,5.58368884462368e-09,1,3.870318179774922e-09
Received,5.583283169130481e-09,1,3.870036986950589e-09
Manager,5.468382122120197e-09,1,3.790393650172025e-09
On,5.447088557986035e-09,1,3.775634076228358e-09
output,5.447088557986035e-09,1,3.775634076228358e-09
class,2.5588896279682416e-09,3,3.5473742619805478e-09
ns,5.116770923629943e-09,1,3.546675339285202e-09
Dir,4.982090490157631e-09,1,3.4533219765472778e-09
Step,3.1401197891911536e-09,2,3.449774188295315e-09
java,3.023415906522331e-09,2,3.321561868660065e-09
Rejections,2.9657804441474145e-09,2,3.2582428414319137e-09
subsystem,4.652193352772117e-09,1,3.2246547058937118e-09
Property,4.652147833628107e-09,1,3.2246231544273797e-09
DEFAULT,4.53543036460502e-09,1,3.143720769851934e-09
Registry,4.511991225086831e-09,1,3.1274739963801503e-09
Factory,2.7910212474502316e-09,2,3.066250240382621e-09
to,2.7864967000468255e-09,2,3.061279517004578e-09
chat,4.362788186274003e-09,1,3.0240543306960627e-09
Argument,4.1874623768478606e-09,1,2.9025277402129417e-09
INDINGS,4.179053103570141e-09,1,2.896698876149932e-09
file,4.171052503387784e-09,1,2.8911532826907445e-09
have,2.616087201035011e-09,2,2.8740655472844223e-09
context,3.9548255781340905e-09,1,2.7412761990900003e-09
exist,3.947992321950977e-09,1,2.7365397468326316e-09
URL,3.8380219627431886e-09,1,2.6603141024025886e-09
Input,3.809217503925044e-09,1,2.6403483729852368e-09
Directory,2.384284290835037e-09,2,2.6194040215897005e-09
hopefully,3.7231537852733254e-09,1,2.5806935490532934e-09
one,3.722188779420321e-09,1,2.5800246579670593e-09
application,3.7214693549003645e-09,1,2.579525990889426e-09
inding,3.714713869840125e-09,1,2.574843445466606e-09
protocol,3.7083699583329026e-09,1,2.5704461810916533e-09
For,2.3216051581176345e-09,2,2.5505439561433027e-09
object,3.6041011355902874e-09,1,2.498172540587305e-09
and,2.209892449589468e-09,2,2.4278150017538604e-09
Channel,3.490145880635787e-09,1,2.419184776905603e-09
Secure,3.4887925881577075e-09,1,2.4182467460399495e-09
ri,3.487488520192983e-09,1,2.417342835006942e-09
Current,3.3839934188151233e-09,1,2.345605497285113e-09
Count,3.3839934188151233e-09,1,2.345605497285113e-09
INITIAL,3.3728071793803775e-09,1,2.3378517869598503e-09
registered,3.2560220353250453e-09,1,2.2569024936266097e-09
Array,3.1588632959378415e-09,1,2.189557187353611e-09
uri,3.1399133293419368e-09,1,2.1764220714359543e-09
Class,1.9774930998250895e-09,2,2.172498220224236e-09
fs,3.05155245516886e-09,1,2.115174980631074e-09
Create,3.0239274834142904e-09,1,2.096026809346346e-09
Inet,2.96680996436649e-09,1,2.056435962057784e-09
Security,1.86145301950269e-09,2,2.0450151620040133e-09
Resolution,2.907256206607922e-09,1,2.015156442775683e-09
true,1.8028727052921134e-09,2,1.980658108938235e-09
comp,2.79114381607215e-09,1,1.934673466647737e-09
Buffer,2.7911020161752735e-09,1,1.9346444931670696e-09
TService,2.7047841674732176e-09,1,1.8748135197072397e-09
connect,2.617672911764402e-09,1,1.8144325984176377e-09
VIOLATED,2.617672911764402e-09,1,1.8144325984176377e-09
Byte,2.6014168319488107e-09,1,1.803164742526503e-09
Controller,2.558706344024664e-09,1,1.7735600882415414e-09
LIST,2.5586448237913118e-09,1,1.7735174456652457e-09
directory,2.3269711157958284e-09,1,1.6129334681583085e-09
Ops,2.3259598413982725e-09,1,1.61223250616087e-09
remove,2.325918346812728e-09,1,1.6122037443058914e-09
starts,2.325730025232175e-09,1,1.6120732097332926e-09
Initial,2.325730025232175e-09,1,1.6120732097332926e-09
st,2.3226935999542953e-09,1,1.6099685201129492e-09
Reason,2.1813940931370017e-09,1,1.5120271653480314e-09
Value,2.0933325073357882e-09,1,1.4509875254342827e-09
split,2.0931753830222277e-09,1,1.4508786151593406e-09
Socket,1.9778733095776598e-09,1,1.3709573080385227e-09
Subcontext,1.977183354540113e-09,1,1.370479067649534e-09
instanceof,1.9187441011037087e-09,1,1.3299720638960622e-09
URLScheme,1.9187272708165444e-09,1,1.3299603980299663e-09
isting,1.8615768926366627e-09,1,1.2903467745266467e-09
build,1.861356846433182e-09,1,1.2901942501211112e-09
System,1.8608591334512427e-09,1,1.289849261770952e-09
STEM,1.8607678731186181e-09,1,1.2897860049286962e-09
conf,1.8607346774501823e-09,1,1.289762995444713e-09
Two,1.8606003404642024e-09,1,1.2896698801416361e-09
Url,1.8605840201857402e-09,1,1.2896585677866342e-09
Result,1.8583624639134653e-09,1,1.2881187023200515e-09
length,1.8581548799634362e-09,1,1.2879748160903594e-09
Bytes,1.8581548799634362e-09,1,1.2879748160903594e-09
Data,1.744863836750099e-09,1,1.2094474489043397e-09
msg,1.7443128191851898e-09,1,1.2090655126327838e-09
read,1.7442347566287706e-09,1,1.2090114037918948e-09
Port,1.6287594190034225e-09,1,1.1289699990926768e-09
push,1.628226775629571e-09,1,1.1286007988398478e-09
Version,1.5701152565605894e-09,1,1.0883209632391276e-09
Write,1.5118738969088772e-09,1,1.0479511290045656e-09
bytes,1.486523903970749e-09,1,1.0303798528722876e-09
Export,1.3960583522543148e-09,1,9.676739107622412e-10
appropriate,1.3957300315503574e-09,1,9.674463361919736e-10
expected,1.3957055511326644e-09,1,9.674293676594709e-10
set,1.3956443500884321e-09,1,9.673869463282139e-10
Item,1.3955510080876368e-09,1,9.673222465835348e-10
Empty,1.3955323563408228e-09,1,9.673093181778182e-10
ISMessage,1.3954502553481518e-09,1,9.67252410106227e-10
fail,1.3375605692478307e-09,1,9.271263374022893e-10
security,1.3375063868947823e-09,1,9.270887810570377e-10
Address,1.3374836446700122e-09,1,9.270730173480586e-10
Subsystem,1.2793321818582726e-09,1,8.867654948546648e-10
final,1.279321037994663e-09,1,8.867577705170232e-10
Additional,1.221128916734093e-09,1,8.464220657344568e-10
permissions,1.1631083596252978e-09,1,8.062052801599781e-10
New,1.1630533341966396e-09,1,8.061671394392445e-10
referenceable,1.1630335583490139e-09,1,8.061534318662196e-10
Builder,1.162986026925772e-09,1,8.061204855942114e-10
Allocator,1.0466632560657276e-09,1,7.254916849376512e-10
Net,9.30763910389487e-10,1,6.451563802534225e-10
such,9.307055681695432e-10,1,6.451159405081608e-10
CREATE,9.304392256659355e-10,1,6.449313259527219e-10
wildfly,9.304386705544233e-10,1,6.449309411787423e-10
TYPE,9.304234049878346e-10,1,6.449203598943017e-10
Default,9.302585368686777e-10,1,6.448060820223439e-10
mi,9.302585368686777e-10,1,6.448060820223439e-10
Simple,8.144237645391073e-10,1,5.645155361712989e-10
CONTEXT,8.140902188480403e-10,1,5.642843399159479e-10
services,7.559690165526156e-10,1,5.239977924141201e-10
Detail,6.98041333069277e-10,1,4.838453819312751e-10
AP,6.978327499185255e-10,1,4.837008031084194e-10
Kernel,6.97817553740876e-10,1,4.836902699207263e-10
execute,6.97817553740876e-10,1,4.836902699207263e-10
ml,6.97817553740876e-10,1,4.836902699207263e-10
user,6.976939026515082e-10,1,4.836045615167579e-10
Found,6.397095977939138e-10,1,4.434129040879879e-10
Type,4.651500851160506e-10,1,3.2241747003540903e-10
equals,3.4903875623104597e-10,1,2.4193522978769954e-10
Conf,3.489727673500198e-10,1,2.4188948978086795e-10
results,3.489061123351789e-10,1,2.418432880452608e-10
shutdown,0.0,1,0.0
Changed,0.0,1,0.0
Remoting,-4.188231789159502e-09,2,-4.601242911361052e-09
ubbo,-1.6287631104949796e-09,1,-1.1289725578396418e-09
null,-3.494935937875532e-10,4,-5.62488239994531e-10
No,-6.980291761271574e-10,1,-4.838369553811206e-10
All,-3.490198755007334e-10,1,-2.4192214266271646e-10
