Token,Attribution_Score,Frequency,Final_Importance
Root,8.170632836979053e-09,1,8.170632836979053e-09
session,8.071158144606906e-09,1,8.071158144606906e-09
class,2.5588896279682416e-09,3,7.676668883904725e-09
False,7.489746767230798e-09,1,7.489746767230798e-09
boss,3.721753516483517e-09,2,7.443507032967034e-09
verify,7.416050884501147e-09,1,7.416050884501147e-09
Arrays,3.605111917326375e-09,2,7.21022383465275e-09
Retrieve,3.6018659166359153e-09,2,7.203731833271831e-09
Session,6.980461098038405e-09,1,6.980461098038405e-09
deployment,6.980461098038405e-09,1,6.980461098038405e-09
fg,6.9777550404381836e-09,1,6.9777550404381836e-09
jobs,6.808860697482544e-09,1,6.808860697482544e-09
Total,6.7679868376302466e-09,1,6.7679868376302466e-09
accept,6.51430365206096e-09,1,6.51430365206096e-09
ID,6.51430365206096e-09,1,6.51430365206096e-09
ais,6.513830363985561e-09,1,6.513830363985561e-09
global,6.512687555915163e-09,1,6.512687555915163e-09
Step,3.1401197891911536e-09,2,6.280239578382307e-09
from,6.04899624834232e-09,1,6.04899624834232e-09
interfaces,6.047792183716539e-09,1,6.047792183716539e-09
java,3.023415906522331e-09,2,6.046831813044662e-09
Rejections,2.9657804441474145e-09,2,5.931560888294829e-09
FSConfig,5.930947399868103e-09,1,5.930947399868103e-09
Get,5.639989031358539e-09,1,5.639989031358539e-09
IVDM,5.58368884462368e-09,1,5.58368884462368e-09
Received,5.583283169130481e-09,1,5.583283169130481e-09
Factory,2.7910212474502316e-09,2,5.582042494900463e-09
to,2.7864967000468255e-09,2,5.572993400093651e-09
Manager,5.468382122120197e-09,1,5.468382122120197e-09
output,5.447088557986035e-09,1,5.447088557986035e-09
On,5.447088557986035e-09,1,5.447088557986035e-09
have,2.616087201035011e-09,2,5.232174402070022e-09
ns,5.116770923629943e-09,1,5.116770923629943e-09
Dir,4.982090490157631e-09,1,4.982090490157631e-09
Directory,2.384284290835037e-09,2,4.768568581670074e-09
subsystem,4.652193352772117e-09,1,4.652193352772117e-09
Property,4.652147833628107e-09,1,4.652147833628107e-09
For,2.3216051581176345e-09,2,4.643210316235269e-09
DEFAULT,4.53543036460502e-09,1,4.53543036460502e-09
Registry,4.511991225086831e-09,1,4.511991225086831e-09
and,2.209892449589468e-09,2,4.419784899178936e-09
chat,4.362788186274003e-09,1,4.362788186274003e-09
Argument,4.1874623768478606e-09,1,4.1874623768478606e-09
INDINGS,4.179053103570141e-09,1,4.179053103570141e-09
file,4.171052503387784e-09,1,4.171052503387784e-09
Class,1.9774930998250895e-09,2,3.954986199650179e-09
context,3.9548255781340905e-09,1,3.9548255781340905e-09
exist,3.947992321950977e-09,1,3.947992321950977e-09
URL,3.8380219627431886e-09,1,3.8380219627431886e-09
Input,3.809217503925044e-09,1,3.809217503925044e-09
hopefully,3.7231537852733254e-09,1,3.7231537852733254e-09
Security,1.86145301950269e-09,2,3.72290603900538e-09
one,3.722188779420321e-09,1,3.722188779420321e-09
application,3.7214693549003645e-09,1,3.7214693549003645e-09
inding,3.714713869840125e-09,1,3.714713869840125e-09
protocol,3.7083699583329026e-09,1,3.7083699583329026e-09
true,1.8028727052921134e-09,2,3.605745410584227e-09
object,3.6041011355902874e-09,1,3.6041011355902874e-09
Channel,3.490145880635787e-09,1,3.490145880635787e-09
Secure,3.4887925881577075e-09,1,3.4887925881577075e-09
ri,3.487488520192983e-09,1,3.487488520192983e-09
Current,3.3839934188151233e-09,1,3.3839934188151233e-09
Count,3.3839934188151233e-09,1,3.3839934188151233e-09
INITIAL,3.3728071793803775e-09,1,3.3728071793803775e-09
registered,3.2560220353250453e-09,1,3.2560220353250453e-09
Array,3.1588632959378415e-09,1,3.1588632959378415e-09
uri,3.1399133293419368e-09,1,3.1399133293419368e-09
fs,3.05155245516886e-09,1,3.05155245516886e-09
Create,3.0239274834142904e-09,1,3.0239274834142904e-09
Inet,2.96680996436649e-09,1,2.96680996436649e-09
Resolution,2.907256206607922e-09,1,2.907256206607922e-09
comp,2.79114381607215e-09,1,2.79114381607215e-09
Buffer,2.7911020161752735e-09,1,2.7911020161752735e-09
TService,2.7047841674732176e-09,1,2.7047841674732176e-09
VIOLATED,2.617672911764402e-09,1,2.617672911764402e-09
connect,2.617672911764402e-09,1,2.617672911764402e-09
Byte,2.6014168319488107e-09,1,2.6014168319488107e-09
Controller,2.558706344024664e-09,1,2.558706344024664e-09
LIST,2.5586448237913118e-09,1,2.5586448237913118e-09
directory,2.3269711157958284e-09,1,2.3269711157958284e-09
Ops,2.3259598413982725e-09,1,2.3259598413982725e-09
remove,2.325918346812728e-09,1,2.325918346812728e-09
starts,2.325730025232175e-09,1,2.325730025232175e-09
Initial,2.325730025232175e-09,1,2.325730025232175e-09
st,2.3226935999542953e-09,1,2.3226935999542953e-09
Reason,2.1813940931370017e-09,1,2.1813940931370017e-09
Value,2.0933325073357882e-09,1,2.0933325073357882e-09
split,2.0931753830222277e-09,1,2.0931753830222277e-09
Socket,1.9778733095776598e-09,1,1.9778733095776598e-09
Subcontext,1.977183354540113e-09,1,1.977183354540113e-09
instanceof,1.9187441011037087e-09,1,1.9187441011037087e-09
URLScheme,1.9187272708165444e-09,1,1.9187272708165444e-09
isting,1.8615768926366627e-09,1,1.8615768926366627e-09
build,1.861356846433182e-09,1,1.861356846433182e-09
System,1.8608591334512427e-09,1,1.8608591334512427e-09
STEM,1.8607678731186181e-09,1,1.8607678731186181e-09
conf,1.8607346774501823e-09,1,1.8607346774501823e-09
Two,1.8606003404642024e-09,1,1.8606003404642024e-09
Url,1.8605840201857402e-09,1,1.8605840201857402e-09
Result,1.8583624639134653e-09,1,1.8583624639134653e-09
Bytes,1.8581548799634362e-09,1,1.8581548799634362e-09
length,1.8581548799634362e-09,1,1.8581548799634362e-09
Data,1.744863836750099e-09,1,1.744863836750099e-09
msg,1.7443128191851898e-09,1,1.7443128191851898e-09
read,1.7442347566287706e-09,1,1.7442347566287706e-09
Port,1.6287594190034225e-09,1,1.6287594190034225e-09
push,1.628226775629571e-09,1,1.628226775629571e-09
Version,1.5701152565605894e-09,1,1.5701152565605894e-09
Write,1.5118738969088772e-09,1,1.5118738969088772e-09
bytes,1.486523903970749e-09,1,1.486523903970749e-09
Export,1.3960583522543148e-09,1,1.3960583522543148e-09
appropriate,1.3957300315503574e-09,1,1.3957300315503574e-09
expected,1.3957055511326644e-09,1,1.3957055511326644e-09
set,1.3956443500884321e-09,1,1.3956443500884321e-09
Item,1.3955510080876368e-09,1,1.3955510080876368e-09
Empty,1.3955323563408228e-09,1,1.3955323563408228e-09
ISMessage,1.3954502553481518e-09,1,1.3954502553481518e-09
fail,1.3375605692478307e-09,1,1.3375605692478307e-09
security,1.3375063868947823e-09,1,1.3375063868947823e-09
Address,1.3374836446700122e-09,1,1.3374836446700122e-09
Subsystem,1.2793321818582726e-09,1,1.2793321818582726e-09
final,1.279321037994663e-09,1,1.279321037994663e-09
Additional,1.221128916734093e-09,1,1.221128916734093e-09
permissions,1.1631083596252978e-09,1,1.1631083596252978e-09
New,1.1630533341966396e-09,1,1.1630533341966396e-09
referenceable,1.1630335583490139e-09,1,1.1630335583490139e-09
Builder,1.162986026925772e-09,1,1.162986026925772e-09
Allocator,1.0466632560657276e-09,1,1.0466632560657276e-09
Net,9.30763910389487e-10,1,9.30763910389487e-10
such,9.307055681695432e-10,1,9.307055681695432e-10
CREATE,9.304392256659355e-10,1,9.304392256659355e-10
wildfly,9.304386705544233e-10,1,9.304386705544233e-10
TYPE,9.304234049878346e-10,1,9.304234049878346e-10
Default,9.302585368686777e-10,1,9.302585368686777e-10
mi,9.302585368686777e-10,1,9.302585368686777e-10
Simple,8.144237645391073e-10,1,8.144237645391073e-10
CONTEXT,8.140902188480403e-10,1,8.140902188480403e-10
services,7.559690165526156e-10,1,7.559690165526156e-10
Detail,6.98041333069277e-10,1,6.98041333069277e-10
AP,6.978327499185255e-10,1,6.978327499185255e-10
Kernel,6.97817553740876e-10,1,6.97817553740876e-10
execute,6.97817553740876e-10,1,6.97817553740876e-10
ml,6.97817553740876e-10,1,6.97817553740876e-10
user,6.976939026515082e-10,1,6.976939026515082e-10
Found,6.397095977939138e-10,1,6.397095977939138e-10
Type,4.651500851160506e-10,1,4.651500851160506e-10
equals,3.4903875623104597e-10,1,3.4903875623104597e-10
Conf,3.489727673500198e-10,1,3.489727673500198e-10
results,3.489061123351789e-10,1,3.489061123351789e-10
shutdown,0.0,1,0.0
Changed,0.0,1,0.0
Remoting,-4.188231789159502e-09,2,-8.376463578319004e-09
ubbo,-1.6287631104949796e-09,1,-1.6287631104949796e-09
null,-3.494935937875532e-10,4,-1.3979743751502127e-09
No,-6.980291761271574e-10,1,-6.980291761271574e-10
All,-3.490198755007334e-10,1,-3.490198755007334e-10
