Token,Attribution_Score,Frequency,Final_Importance
resources,3.2542573080718284e-09,1,3.2542573080718284e-09
xy,3.2542573080718284e-09,1,3.2542573080718284e-09
Recursing,3.198585580427293e-09,1,3.198585580427293e-09
Count,1.5921908856457445e-09,2,3.184381771291489e-09
compare,3.140715000571337e-09,1,3.140715000571337e-09
limit,2.7917013700751166e-09,1,2.7917013700751166e-09
RLStore,2.7916810529937668e-09,1,2.7916810529937668e-09
Listener,1.3954573330199338e-09,2,2.7909146660398676e-09
user,2.7900874943753706e-09,1,2.7900874943753706e-09
extra,2.7862847029602733e-09,1,2.7862847029602733e-09
Address,2.7857376405648893e-09,1,2.7857376405648893e-09
ABC,2.7857376405648893e-09,1,2.7857376405648893e-09
Inactive,1.3886053283791722e-09,2,2.7772106567583443e-09
subscriptions,1.381335408036366e-09,2,2.762670816072732e-09
renewer,2.6754101642434418e-09,1,2.6754101642434418e-09
suspend,2.61716710803217e-09,1,2.61716710803217e-09
Topic,1.2795516105001958e-09,2,2.5591032210003917e-09
As,2.558681308495459e-09,1,2.558681308495459e-09
shadow,2.554094311046917e-09,1,2.554094311046917e-09
Exception,1.2649597506617094e-09,2,2.529919501323419e-09
localhost,2.3264008774948057e-09,1,2.3264008774948057e-09
Generic,2.3262440584925766e-09,1,2.3262440584925766e-09
Received,2.2388461449335266e-09,1,2.2388461449335266e-09
Action,2.210121440027191e-09,1,2.210121440027191e-09
Linked,2.2101195942814127e-09,1,2.2101195942814127e-09
size,1.0756607583817246e-09,2,2.151321516763449e-09
acquire,2.0937975103718646e-09,1,2.0937975103718646e-09
session,2.0937975103718646e-09,1,2.0937975103718646e-09
Ms,2.0937475503357557e-09,1,2.0937475503357557e-09
Aggregate,2.0937152012123757e-09,1,2.0937152012123757e-09
Port,2.093619652643319e-09,1,2.093619652643319e-09
finally,2.0935583266989966e-09,1,2.0935583266989966e-09
Run,2.093496251354132e-09,1,2.093496251354132e-09
am,2.0929219607390692e-09,1,2.0929219607390692e-09
Constants,1.9772639220372312e-09,1,1.9772639220372312e-09
Executors,1.9478649127685484e-09,1,1.9478649127685484e-09
shutdown,9.59668781941314e-10,2,1.919337563882628e-09
Fair,1.919268587807776e-09,1,1.919268587807776e-09
Url,1.8611342467167444e-09,1,1.8611342467167444e-09
result,1.8610966101562099e-09,1,1.8610966101562099e-09
Extended,1.8609407348435525e-09,1,1.8609407348435525e-09
STOP,1.8608855567592286e-09,1,1.8608855567592286e-09
program,1.8608855567592286e-09,1,1.8608855567592286e-09
worker,1.860647080853539e-09,1,1.860647080853539e-09
AMLaunched,1.860375076212506e-09,1,1.860375076212506e-09
Add,1.858964315815115e-09,1,1.858964315815115e-09
able,9.013351714298734e-10,2,1.8026703428597468e-09
Delayed,1.7448006581211042e-09,1,1.7448006581211042e-09
consumption,1.7447896252797965e-09,1,1.7447896252797965e-09
with,8.430923580798888e-10,2,1.6861847161597776e-09
After,1.6285091747336724e-09,1,1.6285091747336724e-09
service,1.6284595338866836e-09,1,1.6284595338866836e-09
Tracing,1.6283708409448037e-09,1,1.6283708409448037e-09
rain,1.6278281916859427e-09,1,1.6278281916859427e-09
Setrep,1.5701687450242474e-09,1,1.5701687450242474e-09
Ledger,1.453982594046277e-09,1,1.453982594046277e-09
contribution,1.4248895119362002e-09,1,1.4248895119362002e-09
Stat,1.3958695033178259e-09,1,1.3958695033178259e-09
cancelled,1.3958661726487522e-09,1,1.3958661726487522e-09
Lock,1.3958650069145764e-09,1,1.3958650069145764e-09
stop,1.3958101341415839e-09,1,1.3958101341415839e-09
ttp,1.395746435095546e-09,1,1.395746435095546e-09
client,1.395746435095546e-09,1,1.395746435095546e-09
expect,1.3956829858496887e-09,1,1.3956829858496887e-09
Scope,1.3956641675694215e-09,1,1.3956641675694215e-09
UTF,1.3950437471876853e-09,1,1.3950437471876853e-09
register,1.3931423514801367e-09,1,1.3931423514801367e-09
Success,1.337373045640078e-09,1,1.337373045640078e-09
schedule,1.3371445860277387e-09,1,1.3371445860277387e-09
Continuous,1.2795123918718507e-09,1,1.2795123918718507e-09
Resource,1.2793406542477295e-09,1,1.2793406542477295e-09
Kafka,1.2792514270110191e-09,1,1.2792514270110191e-09
Resources,1.2213527376958575e-09,1,1.2213527376958575e-09
Feature,1.2206632787892246e-09,1,1.2206632787892246e-09
Runtime,1.192305200750643e-09,1,1.192305200750643e-09
Maximum,1.1631860752370216e-09,1,1.1631860752370216e-09
example,1.1631220292462883e-09,1,1.1631220292462883e-09
Record,1.1630534729745179e-09,1,1.1630534729745179e-09
any,1.1630369584070268e-09,1,1.1630369584070268e-09
message,1.1630369584070268e-09,1,1.1630369584070268e-09
Hello,1.1630369584070268e-09,1,1.1630369584070268e-09
EXTRA,1.162890755912471e-09,1,1.162890755912471e-09
on,1.1628644575045757e-09,1,1.1628644575045757e-09
engine,1.1339610344468511e-09,1,1.1339610344468511e-09
scheduling,1.105033429343871e-09,1,1.105033429343871e-09
broadcast,1.1029043615884415e-09,1,1.1029043615884415e-09
tx,1.0469133060464484e-09,1,1.0469133060464484e-09
Full,1.0468576006061878e-09,1,1.0468576006061878e-09
PATH,1.0467791633494983e-09,1,1.0467791633494983e-09
one,1.0466602584635611e-09,1,1.0466602584635611e-09
Uninterruptibles,1.0466278468901358e-09,1,1.0466278468901358e-09
Receiver,1.0448567636101025e-09,1,1.0448567636101025e-09
collection,9.886319610186156e-10,1,9.886319610186156e-10
Intent,9.868091656317635e-10,1,9.868091656317635e-10
Virtual,9.305544668158915e-10,1,9.305544668158915e-10
secondary,9.305400894277226e-10,1,9.305400894277226e-10
page,9.303126047299769e-10,1,9.303126047299769e-10
Large,9.302915660036605e-10,1,9.302915660036605e-10
class,9.287615676534244e-10,1,9.287615676534244e-10
channel,8.722168820529675e-10,1,8.722168820529675e-10
Uninterruptibly,8.721898724084465e-10,1,8.721898724084465e-10
LEEP,8.721680669343533e-10,1,8.721680669343533e-10
DEFAULT,8.5778361323674e-10,1,8.5778361323674e-10
True,8.141482141232892e-10,1,8.141482141232892e-10
request,8.1404388091455e-10,1,8.1404388091455e-10
Browser,8.140235291387298e-10,1,8.140235291387298e-10
thread,7.849738827697684e-10,1,7.849738827697684e-10
when,7.560994989830316e-10,1,7.560994989830316e-10
MONITOR,7.34187228807609e-10,1,7.34187228807609e-10
atch,6.979485323022061e-10,1,6.979485323022061e-10
observe,6.979485323022061e-10,1,6.979485323022061e-10
ancelled,6.979330863243761e-10,1,6.979330863243761e-10
Max,6.979116451422129e-10,1,6.979116451422129e-10
Rollover,6.979116451422129e-10,1,6.979116451422129e-10
auge,6.978578548366698e-10,1,6.978578548366698e-10
contains,6.978543576341422e-10,1,6.978543576341422e-10
touch,6.978413263913907e-10,1,6.978413263913907e-10
verify,6.977186745027454e-10,1,6.977186745027454e-10
Receive,6.759680835910499e-10,1,6.759680835910499e-10
services,6.687770927327196e-10,1,6.687770927327196e-10
prepare,6.68686522820039e-10,1,6.68686522820039e-10
Renew,6.397719957973448e-10,1,6.397719957973448e-10
Header,6.106976799258311e-10,1,6.106976799258311e-10
runtime,5.81618503359138e-10,1,5.81618503359138e-10
target,5.814444759000281e-10,1,5.814444759000281e-10
find,5.52535996123371e-10,1,5.52535996123371e-10
false,5.52389028615763e-10,1,5.52389028615763e-10
Value,5.52389028615763e-10,1,5.52389028615763e-10
admin,5.234532494957644e-10,1,5.234532494957644e-10
Second,5.234532494957644e-10,1,5.234532494957644e-10
Configuration,5.233907682256066e-10,1,5.233907682256066e-10
Register,5.233139234450679e-10,1,5.233139234450679e-10
older,5.233000283100253e-10,1,5.233000283100253e-10
Descriptor,5.089147332715259e-10,1,5.089147332715259e-10
ELAY,5.088426338270557e-10,1,5.088426338270557e-10
Now,4.652934704196809e-10,1,4.652934704196809e-10
ACE,4.6523856989111323e-10,1,4.6523856989111323e-10
Collector,4.6523856989111323e-10,1,4.6523856989111323e-10
played,4.651732332661141e-10,1,4.651732332661141e-10
SEE,4.651732332661141e-10,1,4.651732332661141e-10
Array,4.6515630236498845e-10,1,4.6515630236498845e-10
item,4.651555807200225e-10,1,4.651555807200225e-10
ILLISECONDS,4.216734149353751e-10,1,4.216734149353751e-10
IOException,4.071279251227633e-10,1,4.071279251227633e-10
producer,3.780488925381187e-10,1,3.780488925381187e-10
Layout,3.634027974375176e-10,1,3.634027974375176e-10
Automatic,3.5251141957716453e-10,1,3.5251141957716453e-10
UID,3.489688329971763e-10,1,3.489688329971763e-10
delete,3.4896737582945647e-10,1,3.4896737582945647e-10
Store,3.4896737582945647e-10,1,3.4896737582945647e-10
Collection,3.4892066319569537e-10,1,3.4892066319569537e-10
monitor,3.4892066319569537e-10,1,3.4892066319569537e-10
dir,3.488666855400169e-10,1,3.488666855400169e-10
drag,3.488666855400169e-10,1,3.488666855400169e-10
Layouts,3.488666855400169e-10,1,3.488666855400169e-10
consumer,3.198875244553312e-10,1,3.198875244553312e-10
Authorization,3.1988634137392063e-10,1,3.1988634137392063e-10
listener,3.162550612015313e-10,1,3.162550612015313e-10
Corfu,3.0534971426354746e-10,1,3.0534971426354746e-10
rate,3.053460531296515e-10,1,3.053460531296515e-10
until,3.053460531296515e-10,1,3.053460531296515e-10
Builder,2.90809251679569e-10,1,2.90809251679569e-10
Listeners,2.9071583682038776e-10,1,2.9071583682038776e-10
Timer,2.9071583682038776e-10,1,2.9071583682038776e-10
corfu,2.835390203875798e-10,1,2.835390203875798e-10
Mode,2.762671246284154e-10,1,2.762671246284154e-10
Shared,2.762654766411133e-10,1,2.762654766411133e-10
Close,2.399156433414984e-10,1,2.399156433414984e-10
transaction,2.3264452864157903e-10,1,2.3264452864157903e-10
Meta,2.3264452864157903e-10,1,2.3264452864157903e-10
crashed,2.3264452864157903e-10,1,2.3264452864157903e-10
Asserted,2.2900953984723862e-10,1,2.2900953984723862e-10
Connected,2.1810432366403678e-10,1,2.1810432366403678e-10
Upgrade,1.8902444626905934e-10,1,1.8902444626905934e-10
