#Test=1
Token,Attribution,Predicted_class,True_class,Test_Pred_logit,Test_confidence_score
thread,3.2014214e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Alive,2.6193447e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
same,2.3283064e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Test,2.3283064e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
false,1.1641532e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
thread,1.1641532e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
e,1.1641532e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
assert,5.820766e-11,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
assert,5.820766e-11,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
not,2.910383e-11,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
false,0.0,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
e,0.0,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
sleep,0.0,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Time,0.0,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
task,0.0,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
is,0.0,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Time,0.0,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
get,0.0,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
is,-5.820766e-11,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Value,-5.820766e-11,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
true,-1.1641532e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
true,-1.1641532e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
That,-1.1641532e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
throws,-1.1641532e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
is,-2.3283064e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
thread,-2.3283064e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
thread,-2.3283064e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
ran,-2.3283064e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
task,-2.3283064e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
test,-2.6193447e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
assert,-2.910383e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
That,-2.910383e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Start,-3.4924597e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
new,-3.4924597e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
is,-4.0745363e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Exception,-4.656613e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
L,-4.656613e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
null,-4.656613e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
public,-4.656613e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
is,-4.656613e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
execute,-4.656613e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
ran,-5.2386895e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
is,-6.1118044e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Runnable,-6.693881e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
e,-6.9849193e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
assert,-6.9849193e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
ran,-6.9849193e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
task,-6.9849193e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
end,-6.9849193e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
final,-6.9849193e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
e,-6.9849193e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
true,-7.2759576e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Test,-9.313226e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
long,-9.313226e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
end,-9.313226e-10,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
That,-1.1641532e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
thread,-1.3969839e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
assert,-1.3969839e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
That,-1.3969839e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Thread,-1.3969839e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
long,-1.3969839e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
That,-1.6298145e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
assert,-1.6298145e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Thread,-1.8626451e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
date,-2.3283064e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
while,-3.0267984e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Datetime,-3.0267984000000002e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
1500,-4.0745363e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
duration,-4.656613e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
1696118400000,-4.8894436200000004e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
Date,-6.519258e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
sleep,-7.450581e-09,[0],0,"[-0.21677902340888977, -3.1097822189331055, -2.1838555335998535, -4.413005828857422, -4.132407188415527, -4.655196666717529]",0.805107831954956
#Test=2
Token,Attribution,Predicted_class,True_class,Test_Pred_logit,Test_confidence_score
thread,6.0535967e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Automatic,3.9581209e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
execute,2.7939677e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
new,2.4447218e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
sleep,2.0954758e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Test,1.8626451e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
false,1.8626451e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
1500,1.8626451e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
is,1.3969839e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
public,1.3969839e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
true,1.3969839e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Instance,1.2805685e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Alive,1.1641532400000001e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
get,1.1641532e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
That,1.1641532e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
final,1.1641532e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
task,1.1641532e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Start,1.1641532e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
thread,1.1641532e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Test,1.1059456e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
is,1.0477379e-09,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
That,9.313226e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
task,9.313226e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
sleep,9.313226e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
thread,9.313226e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
That,9.313226e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
thread,9.313226e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
e,8.731149e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
is,6.9849193e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Value,6.9849193e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
thread,6.9849193e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
is,6.9849193e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
task,6.9849193e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Runnable,4.656613000000002e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Thread,4.656613e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
true,4.656613e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Test,2.3283064e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
is,2.3283064e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
task,2.3283064e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
get,2.3283064e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
thread,1.1641532e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
not,0.0,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
assert,0.0,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
false,0.0,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
execute,0.0,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
assert,0.0,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
null,0.0,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
Stop,-1.1641532e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
is,-1.1641532e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
is,-1.1641532e-10,[0],0,"[-0.1303461194038391, -2.567033529281616, -3.7721660137176514, -4.856709957122803, -4.625171184539795, -5.325615882873535]",0.8777914643287659
