Predictions_Fold_0,Predictions_Fold_1,Predictions_Fold_2,Predictions_Fold_3,Predictions_Fold_4,Tokens_Fold_0,Tokens_Fold_1,Tokens_Fold_2,Tokens_Fold_3,Tokens_Fold_4
0.0,0.0,0.0,2.0,0.0,"['Thread', 'start', 'sleep', '1000', 'wait']","['bind', 'lookup', 'async', 'wait', 'continue']","['get', 'wait', 'future', 'get', 'seconds']","['System', 'currentTime', 'millis', 'now', 'time']","['submit', 'CountDownLatch', 'await', 'SECONDS', 'executorService']"
5.0,5.0,1.0,2.0,2.0,"['PathData', 'getDirectoryContents', 'sortedString', 'assertEquals', 'throws']","['put', 'entries', 'hasNext', 'iterator', 'next']","['store', 'bind', 'lookup', 'push', 'pop']","['millis', 'wait', '10', 'expected']","['now', 'truncatedTo', 'Instant', 'LocalDate', 'LocalTime']"
5.0,0.0,5.0,1.0,1.0,"['Transformer', 'ModelTestControllerVersion', 'ModelVersion', 'jboss-as-naming', 'throws']","['Thread', 'sleep', 'wait', 'oneway', 'start']","['MAPPER', 'generateJsonSchema', 'toString', 'replaceAll', 'assertEquals']","['synchronized', 'lock', 'race', 'volatile', 'atomic']","['Thread', 'stop', 'wait', 'RegionServer', 'RS']"
0.0,1.0,5.0,1.0,2.0,"['enqueue', 'clone', 'await', 'setBody', 'build']","['Thread', 'sleep', '1000', 'wait', 'server']","['bind', 'lookup', 'assertEquals', 'permission', 'test']","['Thread', 'sleep', 'crashedMetaStore', 'services', 'close']","['Instant', 'now', 'truncatedTo', 'plus', 'millis']"
0.0,1.0,1.0,0.0,0.0,"['wait', 'and', 'click', 'open', 'location']","['Thread', 'start', 'latch', 'await', 'sleep']","['Thread', 'start', 'join', 'sleep', 'port']","['bind', 'lookup', 'rebind', 'wait', 'async']","['execute', 'async', 'wait', 'timeout', 'catch']"
1.0,0.0,0.0,5.0,5.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'sleep', 'wait', 'async', 'receive']","['Future', 'Thread', 'sleep', 'wait', 'assertFutureSuccess']","['ObjectMapper', 'writeValueAsString', 'readValue', 'TypeReference', 'Twin']","['isSuccessful', 'assertEquals', 'asList', 'subList', 'length']"
5.0,1.0,1.0,0.0,0.0,"['when', 'thenReturn', 'hasNext', 'next', 'verify']","['Thread', 'spawn', 'concurrent', 'DFOMans', 'race']","['Thread', 'start', 'join', 'flush', 'compact']","['Future', 'get', '1', 'TimeUnit', 'SECONDS']","['forceBlockingFlush', 'apply', 'Thread', 'sleep', 'wait']"
3.0,1.0,5.0,0.0,2.0,"['Set', 'unordered', 'collection', 'iteration', 'order']","['Thread', 'start', 'join', 'synchronized', 'Set']","['settings', 'mapEnum', 'EnumMapping', 'asEnum', 'TypeScriptGenerator']","['wait', '200', '200', '409', 'start']","['System', 'currentTime', 'millis', 'now', 'zone']"
1.0,1.0,1.0,5.0,5.0,"['start', 'port', 'handlers', 'bind', 'num']","['Future', 'CompletableFuture', 'async', 'wait', 'thenApply']","['Thread', 'race', 'lock', 'volatile', 'synchronized']","['list', 'NameNotFoundException', 'test', 'namingContext', 'CompositeName']","['System', 'getProperty', 'user.dir', 'Paths', 'get']"
1.0,0.0,1.0,1.0,1.0,"['Thread', 'start', 'stop', 'activate', 'shutDown']","['send', 'receive', '1000', 'wait', 'acknowledge']","['synchronized', 'lock', 'race', 'volatile', 'Thread']","['Thread', 'sleep', 'wsnBroker', 'notify', 'subscribe']","['services', 'executeOperation', 'compositeOp', 'addr', 'ModelNode']"
0.0,0.0,2.0,1.0,0.0,"['wait', 'async', 'doAs', 'run', 'InterruptedException']","['onSuccess', 'handler', 'endHandler', 'exceptionHandler', 'fetch']","['System', 'Time', 'UTC', 'midnight', 'precision']","['Thread', 'sleep', '500', '500', 'volatile']","['clickAndWait', 'update', 'wait', 'submit', 'click']"
0.0,0.0,0.0,0.0,1.0,"['Thread', 'sleep', 'wait', 'async', 'call']","['execute', 'getRows', 'nextRow', 'getString', 'getString']","['executeUpdate', 'setParameter', 'begin', 'commit', 'refresh']","['run', 'async', 'wait', 'null', '0.5']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,0.0,0.0,5.0,5.0,"['Path', 'toString', 'assertEquals', 'checkPathData', 'PathData']","['await', 'until', 'greaterThan', 'is', 'build']","['thenAnswer', 'Thread', 'current', 'wait']","['mkdirs', 'lookupMojo', 'execute', 'listFiles', 'exists']","['bind', 'lookup', 'assertEquals', 'JndiPermission', 'Arrays']"
2.0,0.0,0.0,5.0,1.0,"['System', 'currentTime', 'millis', 'timestamp', 'UTC']","['Method', 'invoke', 'null', 'async', 'wait']","['Future', 'submit', 'interrupt', 'sleep', 'wait']","['PathData', 'dirString', 'conf', 'checkPathData', 'item']","['store', 'bind', 'lookup', 'push', 'pop']"
5.0,0.0,5.0,0.0,0.0,"['throttle', 'flush', 'cleanup', 'RUNNING', 'assert']","['wait', '60', 'Time', 'seconds', 'async']","['Json', 'toJson', 'assertEquals', 'compact', 'setQuoteName']","['asObject', 'get', 'wait', 'async', 'call']","['Thread', 'sleep', 'wait', '2000', 'SECONDS']"
1.0,2.0,1.0,1.0,1.0,"['send', 'receive', 'session', 'commit', 'consumer']","['System', 'currentTime', 'millis', 'yield', 'wait']","['send', 'request', 'receive', 'send', 'request']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['lookup', 'store', 'Context', 'lookup', 'cast']"
2.0,1.0,5.0,0.0,0.0,"['System', 'currentTime', 'millis', 'now', 'UTC']","['Thread', 'start', 'join', 'flush', 'compact']","['json', 'readValue', 'extract', 'assert', 'isNotNull']","['Thread', 'sleep', 'wait', 'active', '1000']","['join', 'future', 'wait', 'async', 'complete']"
0.0,2.0,2.0,5.0,3.0,"['join', 'future', 'timeout', 'wait', 'async']","['UTC', '1971', '1', '1', 'DateTime']","['2012', '5', '1', '0', '3']","['telnet', 'RemotingException', 'assertEquals', 'String', 'null']","['set', 'unordered', 'collection', 'iteration', 'order']"
2.0,5.0,0.0,0.0,0.0,"['Duration', 'Nanos', '5', 'Mean', 'Snapshot']","['isSuccessful', 'asList', 'ManyParameters', 'class', 'throws']","['start', 'waitForStatus', 'stop', 'wait', 'true']","['bindObject', 'lookup', 'new', 'Context', 'return']","['Future', 'start', 'join', 'isDone', 'getEntry']"
1.0,0.0,0.0,0.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'sleep', '120', 'wait', 'start']","['bind', 'lookup', 'async', 'wait', 'context']","['Mono', 'just', 'compose', 'map', 'doOnSuccess']","['selector', 'poll', 'disconnected', 'receive', 'set']"
0.0,1.0,1.0,0.0,0.0,"['Thread', 'sleep', '200', 'wait', 'get']","['Thread', 'start', 'join', 'countDownLatch', 'LongAdder']","['Thread', 'start', 'interrupt', 'fs', 'delete']","['mock', 'proxy', 'async', 'wait', 'response']","['Awaitility', 'atMost', 'pollInterval', 'until', 'milliseconds']"
5.0,1.0,1.0,0.0,0.0,"['PathData', 'getDirectoryContents', 'sortedString', 'toString', 'assertEquals']","['Thread', 'lock', 'start', 'await', 'countDown']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['mock', 'proxy', 'once', 'returnValue', 'will']","['waitForQueueToReceiveEvents', 'putObject', 'handleRequest', 'convertToMap', 'wrapAsSNSEvent']"
5.0,1.0,0.0,1.0,5.0,"['Foo', 'class', 'fields', 'databaseType', 'config']","['Thread', 'start', 'stop', 'Grid', 'race']","['Thread', 'sleep', 'wait', 'pause', 'resume']","['Thread', 'sleep', 'isAlive', 'ran', 'execute']","['running', 'journal', 'flush', 'cleanup', 'assert']"
0.0,5.0,5.0,0.0,0.0,"['when', 'thenReturn', 'timeout', '5000', 'async']","['Transformer', 'ModelTestControllerVersion', 'ModelVersion', 'wildfly-naming', 'throws']","['1000', 'rate', 'n', 'Assert', 'greaterThan']","['Thread', 'start', 'await', 'CountDownLatch', 'switch']","['proxy', 'mock', 'async', 'wait', 'response']"
5.0,5.0,1.0,5.0,5.0,"['empty', 'list', 'times', '0', 'verify']","['NMEAMessage', 'aisMessage', 'aisMessageHandler', 'aisMessageReceiver', 'assertEquals']","['Thread', 'sleep', 'wsnBroker', 'notify', 'pullPoint']","['JSONObject', 'ObjectOutputStream', 'ObjectInputStream', 'readObject', 'assert']","['JSON', 'parseObject', 'toString', 'assertEquals', 'put']"
1.0,0.0,5.0,2.0,0.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['start', 'server', 'async', 'wait', 'close']","['telnet', 'mockChannel', 'demo', 'RemotingException', 'assertEquals']","['now', 'timestamp', 'OffsetDateTime', 'UTC', 'midnight']","['waitFor', 'Build', 'openEditor', 'doRefactoring', 'waitForReconciler']"
2.0,0.0,5.0,0.0,0.0,"['UTC', 'midnight', 'precision', 'platform', 'zone']","['Awaitility', 'await', 'untilAsserted', 'Thread', 'sleep']","['IOException', 'create', 'DirectoryManager', 'true', 'throws']","['wait', 'async', 'close', 'reason', 'session']","['execute', 'async', 'wait', 'script', 'template']"
5.0,1.0,1.0,0.0,5.0,"['getInstance', 'is', 'assert', '0', 'Test']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'start', 'sleep', 'interrupt', 'join']","['Awaitility', 'untilAsserted', 'async', 'wait', 'timeout']","['URI', 'create', 'assertEquals', 'buildDTServiceName', 'SecurityUtil']"
0.0,0.0,0.0,5.0,2.0,"['Thread', 'sleep', '500', 'submit', 'complete']","['afterPropertiesSet', 'converter', 'customConversions', 'getMappingContext', 'setSimpleTypeHolder']","['mkdirs', 'execute', 'lookupMojo', 'setCheckoutDirectory', 'checkout']","['Json', 'toJson', 'assertEquals', 'String', 'format']","['Date', '0', '1970', 'Jan', 'UTC']"
2.0,0.0,1.0,1.0,0.0,"['instant', 'getEpochSecond', 'advance', 'Duration', 'ofHours']","['Thread', 'sleep', '1000', 'wait', '2000']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'sleep', '500', '500', '500']","['HttpURLConnection', 'openConnection', 'get', 'connectAndGetJson', 'disconnect']"
1.0,0.0,1.0,0.0,0.0,"['CountDownLatch', 'latch', 'await', 'interrupt', 'thread']","['Thread', 'sleep', '20', 'wait', 'async']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['submit', 'Future', 'isDone', 'cancel', 'await']","['wait', 'async', 'call', 'result', 'available']"
0.0,1.0,1.0,5.0,0.0,"['wait', 'for', 'true', 'Time', 'seconds']","['connection', 'start', 'session', 'producer', 'send']","['Thread', 'start', 'stop', 'halt', 'sleep']","['lookup', 'NameNotFoundException', 'JndiPermission', 'test', 'namingContext']","['Thread', 'sleep', '2000', 'wait', 'async']"
1.0,1.0,0.0,5.0,1.0,"['Thread', 'lock', 'synchronized', 'race', 'volatile']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['sleep', 'milliseconds', 'wait', 'async', 'delay']","['mkdirs', 'lookupMojo', 'execute', 'listFiles', 'exists']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
1.0,5.0,1.0,1.0,2.0,"['block', 'master', 'process', 'thread', 'lock']","['ServiceName', 'append', 'bindObject', 'store', 'lookup']","['Thread', 'start', 'client', 'services', 'proxy']","['Thread', 'sleep', 'receive', '1000', 'consumer']","['System', 'currentTime', 'millis', '1000', 'now']"
0.0,0.0,0.0,0.0,5.0,"['Thread', 'sleep', 'wait', '10', '10']","['Task', 'run', 'wait', 'execute', 'async']","['wait', 'Replication', 'fs', 'block', 'async']","['Thread', 'sleep', 'wait', 'flush', 'true']","['put', 'entries', 'next', 'hasNext', 'iterator']"
5.0,2.0,5.0,0.0,1.0,"['AvroSchema', 'SchemaDefinition', 'Foo', 'parser', 'assertEquals']","['UTC', 'midnight', 'precision', 'platform', 'zone']","['encode', 'serializer', 'request', 'assertEquals', 'SerializationException']","['Thread', 'sleep', 'join', 'wait', '1000']","['Thread', 'lock', 'synchronized', 'race', 'volatile']"
5.0,5.0,1.0,1.0,1.0,"['ModelAnalyser', 'ExpressionCreator', 'BuilderExpressionCreator', 'CircuitBuilder', 'VisualElement']","['create', 'instanceof', 'assertEquals', 'split1', 'split2']","['Thread', 'sleep', 'wait', 'running', 'query']","['store', 'bind', 'rebind', 'lookup', 'popOwner']","['Transaction', 'beginTx', 'shutdown', 'Database', 'Service']"
0.0,5.0,5.0,1.0,0.0,"['Thread', 'sleep', '100', 'latch', 'await']","['Configuration', 'FileSystem', 'URI', 'HftpFileSystem', 'assertEquals']","['convert', 'build', 'serviceName', 'isPersisted', 'requiredNetwork']","['Thread', 'Executor', 'CountDownLatch', 'AtomicInteger', 'shutdown']","['executeTransactionAsync', 'Realm', 'Transaction', 'OnSuccess', 'postRunnableDelayed']"
0.0,1.0,0.0,0.0,0.0,"['Thread', 'sleep', 'start', 'stop', 'wait']","['bind', 'lookup', 'namingContext', 'thread', 'race']","['start', 'async', 'wait', 'container', 'connect']","['schedule', 'null', 'Func2', 'Subscription', 'empty']","['Thread', 'sleep', 'wait', 'ms', '500']"
0.0,0.0,1.0,5.0,1.0,"['Thread', 'sleep', 'wait', 'async', 'call']","['await', 'latch', '1', 'TimeUnit', 'SECONDS']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['HashMap', 'put', 'Assert', 'equals', 'format']","['Thread', 'start', 'join', 'race', 'volatile']"
0.0,0.0,0.0,5.0,1.0,"['parseObject', 'config', 'JSON', 'async', 'wait']","['CompletableFuture', 'join', 'async', 'wait', 'thenApply']","['await', 'notify', 'repair', 'start', 'finish']","['NMEAMessage', 'aisMessage', 'aisMessageHandler', 'accept', 'assertEquals']","['Thread', 'sleep', 'sleep', 'resume', 'Thread']"
0.0,1.0,0.0,2.0,0.0,"['start', 'register', 'publish', 'verify', 'timeout']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['async', 'wait', 'timeout', 'CompletableFuture', 'get']","['System', 'currentTime', 'millis', 'tolerance', '10']","['timer', 'Long.MAX_VALUE', 'poll', 'milliseconds', 'wait']"
5.0,5.0,2.0,5.0,5.0,"['JSON', 'toJSONString', 'parseObject', 'Assert', 'assertEquals']","['api', 'jobList', 'assert', 'isEmpty', 'size']","['now', 'timestamp', 'milliseconds', 'UTC', 'midnight']","['Node', 'addkid', 'Graph', 'MHGDominatorsFinder', 'DominatorTree']","['Configuration', 'class', 'testName', 'equals', 'class']"
1.0,1.0,5.0,0.0,0.0,"['bind', 'unbind', 'lookup', 'thread', 'synchronized']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['objectMapper', 'readValue', 'writeValueAsString', 'assertThat', 'Files']","['async', 'wait', 'sendAsync', 'get', 'Future']","['execute', 'await', 'response', 'body', 'source']"
1.0,0.0,1.0,5.0,0.0,"['Thread', 'latch', 'await', 'wait', 'lock']","['wait', '2000', 'InterruptedException', 'catch', 'sleep']","['Thread', 'interrupt', 'join', 'AtomicReference', 'cache']","['CompositeName', 'namingContext', 'listBindings', 'NameNotFoundException', 'testActionPermission']","['when', 'thenReturn', 'anyLong', 'Timeout', 'verify']"
1.0,2.0,0.0,1.0,1.0,"['node', 'flush', 'runOnInstance', 'submitBackground', 'waitOnFutures']","['2018-09-12', '15:10:19', 'Z', 'GMT', 'UTC']","['Thread', 'sleep', 'await', 'interrupt', 'then']","['Thread', 'lock', 'synchronized', 'master', 'Process']","['Thread', 'start', 'interrupted', 'CountDownLatch', 'sleep']"
5.0,5.0,0.0,1.0,2.0,"['post', 'get', 'assertEquals', 'assertNotNull', '200']","['serialize', 'JacksonAdapter', 'HashMap', 'ArrayList', 'HashMap']","['waitForJavascript', '10', '1000', 'null', 'return']","['Thread', 'sleep', 'cluster', 'region', 'server']",[]
0.0,1.0,0.0,0.0,0.0,"['InitialContext', 'lookup', 'NamingException', 'TestObjectFactory', 'removeUrlContextFactory']","['bind', 'rebind', 'lookup', 'thread', 'synchronized']","['when', 'thenReturn', 'Thread', 'sleep', '10']","['execute', '9999', '1000', 'force', 'Blocking']","['queryRaw', 'async', 'wait', 'results', 'get']"
0.0,0.0,0.0,0.0,0.0,"['Thread', 'sleep', '1000', 'awaitUninterruptibly', 'release']","['wait', 'State', 'RUNNING', 'STOPPED', 'async']","['Thread', 'sleep', 'wait', 'delay', 'interrupted']","['getBlockingAnswer', 'hasNext', 'anyTimes', 'once', 'andAnswer']","['afterPropertiesSet', 'converter', 'write', 'read', 'export']"
2.0,0.0,5.0,5.0,1.0,"['System', 'currentTime', 'millis', 'now', 'delta']","['Thread', 'sleep', '10', 'wait', 'queue']","['FileSystem', 'get', 'URI', 'create', 'Configuration']","['PeerCache', 'getInstance', 'DatanodeID', 'FakePeer', 'cache']","['CountDownLatch', 'await', 'TimeUnit', 'Thread', 'lock']"
1.0,1.0,0.0,5.0,0.0,"['Thread', 'lock', 'synchronized', 'race', 'wait']","['Executor', 'shutdown', 'awaitTermination', 'pool', 'size']","['Writer', 'build', 'close', 'async', 'wait']","['set', 'callback', 'null', 'mHandler', 'assertEquals']","['Async', 'wait', 'milliseconds', '60000', 'set']"
0.0,2.0,5.0,1.0,2.0,"['Thread', 'sleep', 'wait', '1000', ';']","['System', 'identityHashCode', 'toString', '16', '32']","['isSuccessful', 'asList', 'subList', 'assertEquals', 'ManyParameters']","['Thread', 'start', 'stop', 'start', 'stop']","['Instant', 'now', 'milli', 'nanos', 'toEpochMilli']"
2.0,1.0,2.0,2.0,5.0,"['System.currentTimeMillis', 'TimeUnit.HOURS', '1', 'Long.MAX_VALUE', 'String.valueOf']","['CountDownLatch', 'AtomicReference', 'AtomicInteger', 'ActionListener', 'execute']","['now', 'LocalDateTime', 'minusDays', '1', 'format']","['Expiration', 'Timestamp', '1000', '60000', '2000']","['TestUtils', 'createOpenAPI', 'processOpts', 'preprocessOpenAPI', 'assertEquals']"
0.0,0.0,1.0,0.0,0.0,"['Thread', 'sleep', 'wait', 'async', 'call']","['get', 'table', 'connection', 'clear', 'prefetch']","['Thread', 'start', 'join', 'CountDownLatch', 'volatile']","['sleep', 'Uninterruptibles', 'wait', 'timeout', 'milliseconds']","['Thread', 'setContextClassLoader', 'URLClassLoader', 'start', 'wait']"
1.0,0.0,0.0,0.0,0.0,"['services', 'execute', 'operation', 'parallel', 'threads']","['runOnUiThread', 'mActivity', 'addItems', 'waitForItemAnimationStart', 'waitForItemAnimation']","['Thread', 'sleep', '100', 'wait', 'interrupted']","['telnet', 'null', 'RemotingException', 'port', 'throws']","['mock', 'proxy', 'once', 'will', 'returnValue']"
5.0,0.0,0.0,0.0,0.0,"['ProjectUtils', 'waitForProjects', 'assertNoTestClassesInDeploymentAssembly', 'StructureEdit', 'getStructureEditForRead']","['registerReceiver', 'sendBroadcast', 'idle', 'await', 'SECONDS']","['runClientInMockedEnvironment', 'async', 'wait', 'response', 'headers']","['wait', 'for', '15', 'TimeUnit', 'execute']","['observeOn', 'Schedulers', 'computation', 'retry', 'awaitTerminalEvent']"
0.0,5.0,0.0,0.0,1.0,"['get', 'async', 'wait', 'snapshot', 'admin']","['add', 'compute', 'assertEquals', 'as', 'list']","['TimeUnit', 'SECONDS', 'sleep', '1', '2']","['waitForCondition', 'condition', 'maxWaitTimeInMs', 'selenium', 'browserbot']","['Thread', 'start', 'new', 'runnable', 'sleep']"
5.0,2.0,0.0,5.0,0.0,"['initEntityNameMap', 'getEntityTable', 'assertNotNull', 'assertEquals', 'isId']","['System', 'currentTime', 'millis', 'second', 'zone']","['await', 'until', 'atomic', 'not', 'null']","['when', 'thenReturn', 'getBytes', 'validateException', '200']","['bindObject', 'store', 'add', 'listBindings', 'lookup']"
5.0,5.0,1.0,5.0,0.0,"['localhost', 'socket', 'address', 'equal', 'string']","['get', 'headers', 'response', 'code', 'contentEncoding']","['Thread', 'lock', 'synchronized', 'race', 'volatile']","['bind', 'lookup', 'assertEquals', 'JndiPermission', 'ACTION_LOOKUP']","['Future', 'get', 'Thread', 'sleep', 'awaitClose']"
2.0,2.0,0.0,0.0,5.0,"['System', 'currentTime', 'millis', 'second', 'zone']","['Thread', 'sleep', '50', 'EXPIRY', 'Period']","['wait', 'until', 'no', 'markers', 'found']","['Thread', 'sleep', '100', 'wait', 'for']","['LinkedHashSet', 'JSON', 'WriteClassName', 'Set', 'Assert']"
5.0,5.0,5.0,5.0,5.0,"['SQL', 'Statement', 'List', 'Set', 'contains']","['SqlHelper', 'wherePKColumns', 'whereAllIfColumns', 'whereLogicDelete', 'updateSetColumns']","['SQL', 'Statement', 'List', 'Set', 'contains']","['MySqlStatementParser', 'parseStatementList', 'assertEquals', 'Set', 'contains']","['ImmutableMap', 'Multimaps', 'JSON', 'SerializerFeature', 'MapSortField']"
5.0,5.0,3.0,5.0,5.0,"['ALTER', 'RESOURCE', 'GROUP', 'sql_thread', 'TYPE']","['create', 'database', 'parser', 'parse', 'contains']","['set', 'unordered', 'collection', 'iterate', 'order']","['CREATE', 'mysql', 'jdbc', 'mysql', 'parser']","['JSON', 'parse', 'Map', 'String', 'assertEquals']"
5.0,5.0,3.0,5.0,5.0,"['JSON', 'toJSONString', 'parseObject', 'Assert', 'equals']","['ALTER', 'RESOURCE', 'GROUP', 'sql_thread', 'TYPE']","['Map', 'HashMap', 'put', 'order', 'sort']","['CREATE', 'RESOURCE', 'GROUP', 'sql_thread', 'TYPE']","['LinkedHashMap', 'JSON', 'TypeReference', 'HashMap', 'JSONObject']"
3.0,3.0,5.0,5.0,0.0,"['set', 'asList', 'Ints', 'unordered', 'collection']","['Map', 'HashMap', 'put', 'unordered', 'set']","['JSON', 'MapSortField', 'put', 'add', 'assertEquals']","['MySqlStatementParser', 'parseStatementList', 'assertEquals', 'Set', 'contains']","['parseObject', 'async', 'wait', 'deserialze', 'iterator']"
5.0,5.0,5.0,5.0,5.0,"['JSON', 'toJSON', 'toJSONString', 'SerializerFeature', 'MapSortField']","['JSONObject', 'put', 'JSON', 'Assert', 'equals']","['JSON', 'toJSON', 'SerializerFeature', 'MapSortField', 'PropertyNamingStrategy']","['JSON', 'parseObject', 'toJavaObject', 'assertEquals', 'SerializerFeature']","['JSONObject', 'put', 'JSON', 'Assert', 'equals']"
5.0,5.0,2.0,5.0,5.0,"['JSONObject', 'ObjectOutputStream', 'ObjectInputStream', 'readObject', 'assertEquals']","['JSONObject', 'JSONPath', 'arrayAdd', 'JSON', 'SerializerFeature']","['Date', 'getTime', 'millis', 'millis2', 'format']","['JSON', 'parseObject', 'class', 'assertEquals', 'SerializerFeature']","['ArrayListMultimap', 'JSON', 'SerializerFeature', 'MapSortField', 'assertEquals']"
3.0,5.0,0.0,5.0,5.0,"['JSON', 'Map', 'SortField', 'toString', 'equals']","['ArrayListMultimap', 'put', 'map', 'JSON', 'toString']","['write', 'async', 'wait', 'serializer', 'feature']","['JSONObject', 'parseObject', 'JSONPath', 'set', 'assert']","['JSON', 'parseObject', 'assertEquals', 'map', 'class']"
